log,timestamp,cluster_id,template,anomaly_score,is_anomaly
"Jul  6, 2017 06:59:17.401576000 Central Daylight Time	65.55.44.109	192.168.10.14",N/A,14,"Jul 6, 2017 <*> Central Daylight Time <*> <*>",-0.002766389895747845,-1
"Jul  6, 2017 06:59:17.401781000 Central Daylight Time	65.55.44.109	192.168.10.14	443 â†’ 59135 [ACK] Seq=1461 Ack=211 Win=131328 Len=1460",N/A,13,"Jul 6, 2017 <*> Central Daylight Time <*> <*> <*> â†’ <*> [ACK] <*> <*> <*> <*>",0.009017787527783427,1
"Jul  6, 2017 06:59:17.401829000 Central Daylight Time	65.55.44.109	192.168.10.14	Server Hello, Certificate, Server Key Exchange, Server Hello Done",N/A,92,"Jul 6, 2017 <*> Central Daylight Time <*> <*> Server Hello, Certificate, Server Key Exchange, Server Hello Done",0.019767238697274703,1
"Jul  6, 2017 06:59:17.401830000 Central Daylight Time	192.168.10.14	65.55.44.109	59135 â†’ 443 [ACK] Seq=211 Ack=2921 Win=66048 Len=0",N/A,13,"Jul 6, 2017 <*> Central Daylight Time <*> <*> <*> â†’ <*> [ACK] <*> <*> <*> <*>",0.009017787527783427,1
"Jul  6, 2017 06:59:17.406618000 Central Daylight Time	192.168.10.14	65.55.44.109	Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message",N/A,89,"Jul 6, 2017 <*> Central Daylight Time <*> <*> <*> <*> <*> Change Cipher Spec, Encrypted Handshake Message",0.02406077463363082,1
"Jul  6, 2017 06:59:17.457571000 Central Daylight Time	65.55.44.109	192.168.10.14	Change Cipher Spec, Encrypted Handshake Message",N/A,3,"Jul 6, 2017 <*> Central Daylight Time <*> <*> <*> <*> <*> <*> <*> <*>",0.0012836506472197473,1
"Jul  6, 2017 06:59:17.461500000 Central Daylight Time	192.168.10.14	65.55.44.109	Application Data",N/A,8,"Jul 6, 2017 <*> Central Daylight Time <*> <*> <*> <*>",0.011846560385895655,1
"Jul  6, 2017 06:59:17.464772000 Central Daylight Time	192.168.10.14	65.55.44.109	Application Data",N/A,8,"Jul 6, 2017 <*> Central Daylight Time <*> <*> <*> <*>",0.011846560385895655,1
"Jul  6, 2017 06:59:17.514680000 Central Daylight Time	65.55.44.109	192.168.10.14	443 â†’ 59135 [ACK] Seq=3875 Ack=2307 Win=131328 Len=0",N/A,13,"Jul 6, 2017 <*> Central Daylight Time <*> <*> <*> â†’ <*> [ACK] <*> <*> <*> <*>",0.009017787527783427,1
"Jul  6, 2017 06:59:17.561296000 Central Daylight Time	65.55.44.109	192.168.10.14	Application Data",N/A,8,"Jul 6, 2017 <*> Central Daylight Time <*> <*> <*> <*>",0.011846560385895655,1
"Jul  6, 2017 06:59:17.592573000 Central Daylight Time	192.168.10.14	65.55.44.109	59135 â†’ 443 [ACK] Seq=2307 Ack=4216 Win=64768 Len=0",N/A,13,"Jul 6, 2017 <*> Central Daylight Time <*> <*> <*> â†’ <*> [ACK] <*> <*> <*> <*>",0.009017787527783427,1
"Jul  6, 2017 06:59:21.845157000 Central Daylight Time			Who has 192.168.10.3? Tell 192.168.10.14",N/A,7,"Jul 6, 2017 <*> Central Daylight Time <*> <*> <*> <*> <*>",0.0175540091243781,1
"Jul  6, 2017 06:59:21.845161000 Central Daylight Time			Who has 192.168.10.3? Tell 192.168.10.14",N/A,7,"Jul 6, 2017 <*> Central Daylight Time <*> <*> <*> <*> <*>",0.0175540091243781,1
"Jul  6, 2017 06:59:21.845201000 Central Daylight Time			192.168.10.3 is at 18:66:da:9b:e3:7d",N/A,8,"Jul 6, 2017 <*> Central Daylight Time <*> <*> <*> <*>",0.011846560385895655,1
"Jul  6, 2017 06:59:21.845202000 Central Daylight Time			192.168.10.3 is at 18:66:da:9b:e3:7d",N/A,8,"Jul 6, 2017 <*> Central Daylight Time <*> <*> <*> <*>",0.011846560385895655,1
"Jul  6, 2017 06:59:22.061997000 Central Daylight Time			Device ID: SWCL  Port ID: GigabitEthernet1/0/10",N/A,2,"Jul 6, 2017 <*> Central Daylight Time <*> <*> <*> <*> <*> <*>",0.011376038371954111,1
"Jul  6, 2017 06:59:22.209795000 Central Daylight Time			Who has 192.168.10.14? Tell 192.168.10.3",N/A,7,"Jul 6, 2017 <*> Central Daylight Time <*> <*> <*> <*> <*>",0.0175540091243781,1
"Jul  6, 2017 06:59:22.209798000 Central Daylight Time			Who has 192.168.10.14? Tell 192.168.10.3",N/A,7,"Jul 6, 2017 <*> Central Daylight Time <*> <*> <*> <*> <*>",0.0175540091243781,1
"Jul  6, 2017 06:59:22.209839000 Central Daylight Time			192.168.10.14 is at b8:ac:6f:36:07:ee",N/A,8,"Jul 6, 2017 <*> Central Daylight Time <*> <*> <*> <*>",0.011846560385895655,1
"Jul  6, 2017 06:59:22.209840000 Central Daylight Time			192.168.10.14 is at b8:ac:6f:36:07:ee",N/A,8,"Jul 6, 2017 <*> Central Daylight Time <*> <*> <*> <*>",0.011846560385895655,1
"Jul  6, 2017 06:59:22.817144000 Central Daylight Time			Device ID: SWCL  Port ID: GigabitEthernet1/0/3",N/A,2,"Jul 6, 2017 <*> Central Daylight Time <*> <*> <*> <*> <*> <*>",0.011376038371954111,1
"Jul  6, 2017 06:59:24.004224000 Central Daylight Time			Device ID: SWCL  Port ID: GigabitEthernet1/0/8",N/A,2,"Jul 6, 2017 <*> Central Daylight Time <*> <*> <*> <*> <*> <*>",0.011376038371954111,1
"Jul  6, 2017 06:59:30.763810000 Central Daylight Time			Device ID: SWCL  Port ID: GigabitEthernet1/0/4",N/A,2,"Jul 6, 2017 <*> Central Daylight Time <*> <*> <*> <*> <*> <*>",0.011376038371954111,1
"Jul  6, 2017 06:59:32.441013000 Central Daylight Time	192.168.10.50	192.168.10.3	SASL GSS-API Privacy: payload (352 bytes)",N/A,3,"Jul 6, 2017 <*> Central Daylight Time <*> <*> <*> <*> <*> <*> <*> <*>",0.0012836506472197473,1
"Jul  6, 2017 06:59:32.441018000 Central Daylight Time	192.168.10.50	192.168.10.3	[TCP Retransmission] 33898 â†’ 389 [PSH, ACK] Seq=807 Ack=633 Win=616 Len=403 TSval=64041432 TSecr=861521938",N/A,4,"Jul 6, 2017 <*> Central Daylight Time <*> <*> [TCP <*> <*> â†’ <*> <*> ACK] <*> <*> <*> <*> <*> <*>",-0.014652793573387557,-1
"Jul  6, 2017 06:59:32.441331000 Central Daylight Time	192.168.10.3	192.168.10.50	SASL GSS-API Privacy: payload (265 bytes)",N/A,3,"Jul 6, 2017 <*> Central Daylight Time <*> <*> <*> <*> <*> <*> <*> <*>",0.0012836506472197473,1
"Jul  6, 2017 06:59:32.441335000 Central Daylight Time	192.168.10.3	192.168.10.50	[TCP Retransmission] 389 â†’ 33898 [PSH, ACK] Seq=633 Ack=1210 Win=2081 Len=316 TSval=861537406 TSecr=64041432",N/A,4,"Jul 6, 2017 <*> Central Daylight Time <*> <*> [TCP <*> <*> â†’ <*> <*> ACK] <*> <*> <*> <*> <*> <*>",-0.014652793573387557,-1
"Jul  6, 2017 06:59:32.441412000 Central Daylight Time	192.168.10.50	192.168.10.3	33898 â†’ 389 [ACK] Seq=1210 Ack=949 Win=639 Len=0 TSval=64041432 TSecr=861537406",N/A,5,"Jul 6, 2017 <*> Central Daylight Time <*> <*> <*> â†’ <*> [ACK] <*> <*> <*> <*> <*> <*>",0.01912619731234455,1
"Jul  6, 2017 06:59:32.441415000 Central Daylight Time	192.168.10.50	192.168.10.3	[TCP Dup ACK 69#1] 33898 â†’ 389 [ACK] Seq=1210 Ack=949 Win=639 Len=0 TSval=64041432 TSecr=861537406",N/A,6,"Jul 6, 2017 <*> Central Daylight Time <*> <*> [TCP <*> <*> <*> <*> â†’ <*> [ACK] <*> <*> <*> Len=0 <*> <*>",-0.005503488754949382,-1
"Jul  6, 2017 06:59:32.441991000 Central Daylight Time	192.168.10.50	192.168.10.3	SASL GSS-API Privacy: payload (352 bytes)",N/A,3,"Jul 6, 2017 <*> Central Daylight Time <*> <*> <*> <*> <*> <*> <*> <*>",0.0012836506472197473,1
"Jul  6, 2017 06:59:32.441995000 Central Daylight Time	192.168.10.50	192.168.10.3	[TCP Retransmission] 33904 â†’ 389 [PSH, ACK] Seq=807 Ack=633 Win=435 Len=403 TSval=64041432 TSecr=861521938",N/A,4,"Jul 6, 2017 <*> Central Daylight Time <*> <*> [TCP <*> <*> â†’ <*> <*> ACK] <*> <*> <*> <*> <*> <*>",-0.014652793573387557,-1
"Jul  6, 2017 06:59:32.442256000 Central Daylight Time	192.168.10.3	192.168.10.50	SASL GSS-API Privacy: payload (265 bytes)",N/A,3,"Jul 6, 2017 <*> Central Daylight Time <*> <*> <*> <*> <*> <*> <*> <*>",0.0012836506472197473,1
"Jul  6, 2017 06:59:32.442259000 Central Daylight Time	192.168.10.3	192.168.10.50	[TCP Retransmission] 389 â†’ 33904 [PSH, ACK] Seq=633 Ack=1210 Win=2079 Len=316 TSval=861537406 TSecr=64041432",N/A,4,"Jul 6, 2017 <*> Central Daylight Time <*> <*> [TCP <*> <*> â†’ <*> <*> ACK] <*> <*> <*> <*> <*> <*>",-0.014652793573387557,-1
"Jul  6, 2017 06:59:32.442308000 Central Daylight Time	192.168.10.50	192.168.10.3	33904 â†’ 389 [ACK] Seq=1210 Ack=949 Win=458 Len=0 TSval=64041432 TSecr=861537406",N/A,5,"Jul 6, 2017 <*> Central Daylight Time <*> <*> <*> â†’ <*> [ACK] <*> <*> <*> <*> <*> <*>",0.01912619731234455,1
"Jul  6, 2017 06:59:32.442356000 Central Daylight Time	192.168.10.50	192.168.10.3	[TCP Dup ACK 75#1] 33904 â†’ 389 [ACK] Seq=1210 Ack=949 Win=458 Len=0 TSval=64041432 TSecr=861537406",N/A,6,"Jul 6, 2017 <*> Central Daylight Time <*> <*> [TCP <*> <*> <*> <*> â†’ <*> [ACK] <*> <*> <*> Len=0 <*> <*>",-0.005503488754949382,-1
"Jul  6, 2017 06:59:48.393269000 Central Daylight Time			Device ID: SWCL  Port ID: GigabitEthernet1/0/15",N/A,2,"Jul 6, 2017 <*> Central Daylight Time <*> <*> <*> <*> <*> <*>",0.011376038371954111,1
"Jul  6, 2017 06:59:48.885614000 Central Daylight Time	192.168.10.50	192.168.10.3	SASL GSS-API Privacy: payload (352 bytes)",N/A,3,"Jul 6, 2017 <*> Central Daylight Time <*> <*> <*> <*> <*> <*> <*> <*>",0.0012836506472197473,1
"Jul  6, 2017 06:59:48.885618000 Central Daylight Time	192.168.10.50	192.168.10.3	[TCP Retransmission] 33898 â†’ 389 [PSH, ACK] Seq=1210 Ack=949 Win=639 Len=403 TSval=64045543 TSecr=861537406",N/A,4,"Jul 6, 2017 <*> Central Daylight Time <*> <*> [TCP <*> <*> â†’ <*> <*> ACK] <*> <*> <*> <*> <*> <*>",-0.014652793573387557,-1
"Jul  6, 2017 06:59:48.885920000 Central Daylight Time	192.168.10.3	192.168.10.50	SASL GSS-API Privacy: payload (265 bytes)",N/A,3,"Jul 6, 2017 <*> Central Daylight Time <*> <*> <*> <*> <*> <*> <*> <*>",0.0012836506472197473,1
"Jul  6, 2017 06:59:48.885924000 Central Daylight Time	192.168.10.3	192.168.10.50	[TCP Retransmission] 389 â†’ 33898 [PSH, ACK] Seq=949 Ack=1613 Win=2079 Len=316 TSval=861553850 TSecr=64045543",N/A,4,"Jul 6, 2017 <*> Central Daylight Time <*> <*> [TCP <*> <*> â†’ <*> <*> ACK] <*> <*> <*> <*> <*> <*>",-0.014652793573387557,-1
"Jul  6, 2017 06:59:48.885996000 Central Daylight Time	192.168.10.50	192.168.10.3	33898 â†’ 389 [ACK] Seq=1613 Ack=1265 Win=661 Len=0 TSval=64045543 TSecr=861553850",N/A,5,"Jul 6, 2017 <*> Central Daylight Time <*> <*> <*> â†’ <*> [ACK] <*> <*> <*> <*> <*> <*>",0.01912619731234455,1
"Jul  6, 2017 06:59:48.886000000 Central Daylight Time	192.168.10.50	192.168.10.3	[TCP Dup ACK 82#1] 33898 â†’ 389 [ACK] Seq=1613 Ack=1265 Win=661 Len=0 TSval=64045543 TSecr=861553850",N/A,6,"Jul 6, 2017 <*> Central Daylight Time <*> <*> [TCP <*> <*> <*> <*> â†’ <*> [ACK] <*> <*> <*> Len=0 <*> <*>",-0.005503488754949382,-1
"Jul  6, 2017 06:59:48.886573000 Central Daylight Time	192.168.10.50	192.168.10.3	SASL GSS-API Privacy: payload (352 bytes)",N/A,3,"Jul 6, 2017 <*> Central Daylight Time <*> <*> <*> <*> <*> <*> <*> <*>",0.0012836506472197473,1
"Jul  6, 2017 06:59:48.886577000 Central Daylight Time	192.168.10.50	192.168.10.3	[TCP Retransmission] 33904 â†’ 389 [PSH, ACK] Seq=1210 Ack=949 Win=458 Len=403 TSval=64045543 TSecr=861537406",N/A,4,"Jul 6, 2017 <*> Central Daylight Time <*> <*> [TCP <*> <*> â†’ <*> <*> ACK] <*> <*> <*> <*> <*> <*>",-0.014652793573387557,-1
"Jul  6, 2017 06:59:48.886838000 Central Daylight Time	192.168.10.3	192.168.10.50	SASL GSS-API Privacy: payload (265 bytes)",N/A,3,"Jul 6, 2017 <*> Central Daylight Time <*> <*> <*> <*> <*> <*> <*> <*>",0.0012836506472197473,1
"Jul  6, 2017 06:59:48.886842000 Central Daylight Time	192.168.10.3	192.168.10.50	[TCP Retransmission] 389 â†’ 33904 [PSH, ACK] Seq=949 Ack=1613 Win=2078 Len=316 TSval=861553850 TSecr=64045543",N/A,4,"Jul 6, 2017 <*> Central Daylight Time <*> <*> [TCP <*> <*> â†’ <*> <*> ACK] <*> <*> <*> <*> <*> <*>",-0.014652793573387557,-1
"Jul  6, 2017 06:59:48.886898000 Central Daylight Time	192.168.10.50	192.168.10.3	33904 â†’ 389 [ACK] Seq=1613 Ack=1265 Win=480 Len=0 TSval=64045543 TSecr=861553850",N/A,5,"Jul 6, 2017 <*> Central Daylight Time <*> <*> <*> â†’ <*> [ACK] <*> <*> <*> <*> <*> <*>",0.01912619731234455,1
